Old number,Current number,Plot,Subplot,a=2006; n=2011; nv=2016,Exclude,Added,Alive2006,Alive2011,Alive2016,Family,Species (names not updated),C=Cerrado; G=generalist; ,Shade Tolerance,H 2016 m,DAP1/16,DAP2/16,DAP3/16,DAP4/16,DAP5/16,DAP6/16,DAP7/16,G2016 (m2),dg2016 (cm),H 2011 (m),DAP 1/11,DAP2/11,DAP3/11,DAP4/11,DAP5/11,DAP6/11,DAP7/11,G2011 (m2),dg 2011 (cm),H 2006,DAP1/06,DAP2/06,DAP3/06,DAP4/06,DAP5/06,DAP6/06,DAP7/06,G2006 (m2),dg2006 (cm),dg 2006 cm,dg 2011 cm,dg 2016 cm,dbh annual increment(cm)_10 years
2243,2243,14,4,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,4,10.1,,,,,,,0.008,10.1,4,10,,,,,,,0.0079,10,3.5,9.1,,,,,,,0.0066,9.1,9.14,10,10.1,0.1
3467,3467,30,9,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,9.5,10.1,,,,,,,0.008,10.1,9,9.5,,,,,,,0.0071,9.5,9,9.1,,,,,,,0.0066,9.1,9.14,9.5,10.1,0.1
1286,1286,7,4,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,7,6.8,,,,,,,0.0036,6.8,6,6.1,,,,,,,0.0029,6.1,5.5,5.8,,,,,,,0.0027,5.8,5.84,6.1,6.8,0.1
3131,3131,28,5,a,,2006,v,v,v,MORACEAE,Pseudolmedia laevigata Trécul,G,T,10,6.8,,,,,,,0.0036,6.8,9,6.6,,,,,,,0.0034,6.6,9,5.8,,,,,,,0.0027,5.8,5.84,6.6,6.8,0.1
3546,3546,32,6,a,,2006,v,v,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,10,6.8,,,,,,,0.0036,6.8,10,6.6,,,,,,,0.0034,6.6,7,5.8,,,,,,,0.0027,5.8,5.84,6.6,6.8,0.1
3333,3333,29,5,a,,2006,v,v,v,SAPOTACEAE,Pouteria laurifolia (Gomes) Radlk,G,T,13,16.2,,,,,,,0.0206,16.2,13,15.8,,,,,,,0.0196,15.8,11,15.2,,,,,,,0.0182,15.2,15.24,15.8,16.2,0.1
3203,3203,28,8,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,10,12.9,,,,,,,0.0131,12.9,10,12.5,,,,,,,0.0123,12.5,10,11.9,,,,,,,0.0112,11.9,11.94,12.5,12.9,0.1
1871,6638,11,6,a,,2006,v,v,v,ASTERACEAE,Gochnatia polymorpha (Less.) Cabrera,G,I,5,6.3,,,,,,,0.0031,6.3,5,6.1,,,,,,,0.0029,6.1,4,5.3,,,,,,,0.0022,5.3,5.33,6.1,6.3,0.1
2203,2203,12,7,a,,2006,v,v,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,4.5,6.3,,,,,,,0.0031,6.3,5,6.4,,,,,,,0.0032,6.4,4,5.3,,,,,,,0.0022,5.3,5.33,6.4,6.3,0.1
2770,2770,26,3,a,,2006,v,v,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,5,6.3,,,,,,,0.0031,6.3,9,6.1,,,,,,,0.0029,6.1,9,5.3,,,,,,,0.0022,5.3,5.33,6.1,6.3,0.1
3138,3138,28,5,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,9,6.3,,,,,,,0.0031,6.3,8.5,6,,,,,,,0.0028,6,8,5.3,,,,,,,0.0022,5.3,5.33,6,6.3,0.1
3854,3854,31,2,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,6,6.3,,,,,,,0.0031,6.3,5,6,,,,,,,0.0028,6,5,5.3,,,,,,,0.0022,5.3,5.33,6,6.3,0.1
1812,1812,10,9,a,,2006,v,v,v,ANNONACEAE,Annona crassiflora Mart.,C,I,10,28.4,,,,,,,0.0633,28.4,10,28,,,,,,,0.0616,28,10,27.4,,,,,,,0.0591,27.4,27.43,28,28.4,0.1
712,712,1,8,a,,2006,v,v,v,ASTERACEAE,Gochnatia polymorpha (Less.) Cabrera,G,I,10,16.3,13.5,,,,,,0.0352,21.2,9,16,13.5,,,,,,0.0344,20.9,8,15.5,13,,,,,,0.032,20.2,20.2,20.93,21.16,0.1
4258,4258,32,5,a,,2006,v,v,v,RUBIACEAE,Amaioua intermedia Mart.,G,T,9,10.5,8.9,6.4,,,,,0.0181,15.2,9,9.9,8.8,6.3,,,,,0.0169,14.7,9,9.7,8.6,5.8,,,,,0.0159,14.2,14.21,14.67,15.18,0.1
3429,3429,30,4,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,11,18.5,,,,,,,0.0269,18.5,10,18.2,,,,,,,0.026,18.2,10,17.5,,,,,,,0.0241,17.5,17.53,18.2,18.5,0.1
3833,3833,31,2,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,12,11.9,,,,,,,0.0111,11.9,11.5,11.5,,,,,,,0.0104,11.5,11,10.9,,,,,,,0.0094,10.9,10.92,11.5,11.9,0.1
1098,1098,4,6,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,6,8.6,,,,,,,0.0058,8.6,6,8.5,,,,,,,0.0057,8.5,4.5,7.6,,,,,,,0.0046,7.6,7.62,8.5,8.6,0.1
1626,1626,9,5,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,3,10,,,,,,,0.0079,10,8,9.5,,,,,,,0.0071,9.5,7,9,,,,,,,0.0064,9,9.02,9.5,10,0.1
2886,2886,27,1,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,13,15.6,10.7,6,,,,,0.0309,19.8,12,15,11,6,,,,,0.03,19.5,11,14.2,10.9,5.8,,,,,0.0279,18.9,18.86,19.54,19.85,0.1
2741,2741,18,10,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,8,24.1,,,,,,,0.0456,24.1,10,23.9,,,,,,,0.0449,23.9,9,23.1,,,,,,,0.042,23.1,23.11,23.9,24.1,0.1
1317,1317,7,8,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,3,6.2,,,,,,,0.003,6.2,3,5.7,,,,,,,0.0026,5.7,3,5.2,,,,,,,0.0021,5.2,5.21,5.7,6.2,0.1
1786,1577,10,7,a,,2006,v,v,v,ANNONACEAE,Annona crassiflora Mart.,C,I,7,10.9,,,,,,,0.0093,10.9,7,10.5,,,,,,,0.0087,10.5,6,9.9,,,,,,,0.0077,9.9,9.91,10.5,10.9,0.1
3405,3405,30,3,a,,2006,v,v,v,EUPHORBIACEAE,Maprounea guianensis Aubl.,G,T,10,10.9,,,,,,,0.0093,10.9,7,10.2,,,,,,,0.0082,10.2,3,9.9,,,,,,,0.0077,9.9,9.91,10.2,10.9,0.1
1075,1075,4,4,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,8.5,8.5,,,,,,,0.0057,8.5,8.5,8.2,,,,,,,0.0053,8.2,7,7.5,,,,,,,0.0044,7.5,7.5,8.2,8.5,0.1
1102,1102,4,7,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,8,7.1,,,,,,,0.004,7.1,8,6.8,,,,,,,0.0036,6.8,6,6.1,,,,,,,0.0029,6.1,6.1,6.8,7.1,0.1
3084,3084,28,2,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,6.5,11.6,8.4,,,,,,0.0161,14.3,8.5,11.5,8.3,,,,,,0.0158,14.2,8,10.9,7.6,,,,,,0.0139,13.3,13.32,14.18,14.32,0.1
4228,4228,32,3,a,,2006,v,v,v,RUBIACEAE,Amaioua intermedia Mart.,G,T,12,13.2,,,,,,,0.0137,13.2,11,12.9,,,,,,,0.0131,12.9,11,12.2,,,,,,,0.0117,12.2,12.19,12.9,13.2,0.1
2109,2109,20,7,a,,2006,v,v,v,ASTERACEAE,Gochnatia polymorpha (Less.) Cabrera,G,I,4.5,11.2,6,,,,,,0.0127,12.7,4.5,11,6.7,,,,,,0.013,12.9,4,9.7,6.6,,,,,,0.0107,11.7,11.7,12.88,12.71,0.1
1379,1379,6,4,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,6.6,,,,,,,0.0034,6.6,7,6.6,,,,,,,0.0034,6.6,4,5.6,,,,,,,0.0025,5.6,5.59,6.6,6.6,0.1
1492,1492,8,3,a,,2006,v,v,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,5.5,6.6,,,,,,,0.0034,6.6,4.5,6,,,,,,,0.0028,6,3.5,5.6,,,,,,,0.0025,5.6,5.59,6,6.6,0.1
3980,3980,30,2,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,10,16,,,,,,,0.0201,16,13,15.7,,,,,,,0.0194,15.7,13,15,,,,,,,0.0176,15,14.99,15.7,16,0.1
4611,4611,34,7,a,,2006,v,v,v,COMBRETACEAE,Terminalia glabrescens Mart.,G,I,11,12.8,12.8,,,,,,0.0257,18.1,11,13.6,12,,,,,,0.0258,18.1,11,12.7,11.4,,,,,,0.0229,17.1,17.09,18.14,18.1,0.1
4270,4270,35,10,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,13,12.7,,,,,,,0.0127,12.7,12,12.3,,,,,,,0.0119,12.3,12,11.7,,,,,,,0.0107,11.7,11.68,12.3,12.7,0.1
1528,1528,8,7,a,,2006,v,v,v,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,5,9.4,,,,,,,0.0069,9.4,4,9.3,,,,,,,0.0068,9.3,4,8.4,,,,,,,0.0055,8.4,8.38,9.3,9.4,0.1
4424,4424,33,8,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,9,9.4,,,,,,,0.0069,9.4,8.5,9,,,,,,,0.0064,9,8,8.4,,,,,,,0.0055,8.4,8.38,9,9.4,0.1
2821,2821,26,6,a,,2006,v,v,v,COMBRETACEAE,Terminalia glabrescens Mart.,G,I,15,31.5,,,,,,,0.0779,31.5,15,31,,,,,,,0.0755,31,13,30.5,,,,,,,0.073,30.5,30.48,31,31.5,0.1
3051,3051,27,10,a,,2006,v,v,v,RUBIACEAE,Amaioua intermedia Mart.,G,T,7,6.1,,,,,,,0.0029,6.1,7,6,,,,,,,0.0028,6,6,5.1,,,,,,,0.002,5.1,5.08,6,6.1,0.1
4281,4281,33,1,a,,2006,v,v,v,EUPHORBIACEAE,Mabea fistulifera Mart.,G,T,14,15.5,10.5,,,,,,0.0275,18.7,13,15.3,10.4,,,,,,0.0269,18.5,13,15.2,9,,,,,,0.0246,17.7,17.7,18.5,18.72,0.1
3792,3792,35,9,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,12,8.9,,,,,,,0.0062,8.9,11.5,8.5,,,,,,,0.0057,8.5,11,7.9,,,,,,,0.0049,7.9,7.87,8.5,8.9,0.1
1975,1975,13,7,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,4,7,,,,,,,0.0038,7,3.5,7.2,,,,,,,0.0041,7.2,3.5,6,,,,,,,0.0028,6,5.97,7.2,7,0.1
3884,3884,31,3,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,12,11.7,,,,,,,0.0108,11.7,12,11.3,,,,,,,0.01,11.3,12,10.7,,,,,,,0.0089,10.7,10.67,11.3,11.7,0.1
4360,4360,33,4,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,9,10.8,5.6,,,,,,0.0116,12.2,9,10.5,5.2,,,,,,0.0108,11.7,8,9.9,5.1,,,,,,0.0097,11.1,11.13,11.72,12.17,0.1
2986,2986,27,6,a,,2006,v,v,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,9,8.4,,,,,,,0.0055,8.4,8,8,,,,,,,0.005,8,7,7.4,,,,,,,0.0043,7.4,7.37,8,8.4,0.1
4451,4451,33,9,a,,2006,v,v,v,MYRTACEAE,Myrcia multiflora (Lam.) DC.,G,T,10,8.4,,,,,,,0.0055,8.4,10,8.3,,,,,,,0.0054,8.3,10,7.4,,,,,,,0.0043,7.4,7.37,8.3,8.4,0.1
3391,3391,29,7,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,11,14.5,,,,,,,0.0165,14.5,10,14,,,,,,,0.0154,14,10,13.5,,,,,,,0.0142,13.5,13.46,14,14.5,0.1
3220,3220,28,9,a,,2006,v,v,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,10,11.2,,,,,,,0.0099,11.2,9,10.6,,,,,,,0.0088,10.6,8,10.2,,,,,,,0.0081,10.2,10.16,10.6,11.2,0.1
4443,4443,33,9,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,7,7.9,,,,,,,0.0049,7.9,6,7.5,,,,,,,0.0044,7.5,6,6.9,,,,,,,0.0037,6.9,6.86,7.5,7.9,0.1
2479,2479,15,4,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,8,14,,,,,,,0.0154,14,5,14,,,,,,,0.0154,14,9,13,,,,,,,0.0132,13,12.95,14,14,0.1
3259,3259,29,1,a,,2006,v,v,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,9,7.4,,,,,,,0.0043,7.4,8.5,7,,,,,,,0.0038,7,8,6.4,,,,,,,0.0032,6.4,6.35,7,7.4,0.11
4355,4355,33,4,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,10,8.5,7,,,,,,0.0095,11,9.5,8.4,6.8,,,,,,0.0092,10.8,9,7.9,6.1,,,,,,0.0078,10,9.96,10.81,11.01,0.11
1107,8871,4,7,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,9,10.2,,,,,,,0.0082,10.2,9,10.9,,,,,,,0.0093,10.9,7,9.1,,,,,,,0.0066,9.1,9.14,10.9,10.2,0.11
2768,2768,26,3,a,,2006,v,v,v,MYRTACEAE,Myrcia guianensis (Aubl.) DC.,G,T,10,10.2,,,,,,,0.0082,10.2,12,10.1,,,,,,,0.008,10.1,10,9.1,,,,,,,0.0066,9.1,9.14,10.1,10.2,0.11
4104,4104,31,8,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,15,19.5,12,,,,,,0.0412,22.9,13,19.5,12,,,,,,0.0412,22.9,13,18.3,11.9,,,,,,0.0375,21.8,21.84,22.9,22.9,0.11
1916,1916,13,2,a,,2006,v,v,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,4,6.9,,,,,,,0.0037,6.9,3.5,6.3,,,,,,,0.0031,6.3,3,5.8,,,,,,,0.0027,5.8,5.84,6.3,6.9,0.11
2429,2429,14,10,a,,2006,v,v,v,FABACEAE,Stryphnodendron obovatum Benth.,C,I,4,6.9,,,,,,,0.0037,6.9,4,6.4,,,,,,,0.0032,6.4,3,5.8,,,,,,,0.0027,5.8,5.84,6.4,6.9,0.11
3571,3571,32,7,a,,2006,v,v,v,EUPHORBIACEAE,Mabea fistulifera Mart.,G,T,9,6.9,,,,,,,0.0037,6.9,9,6.2,,,,,,,0.003,6.2,8,5.8,,,,,,,0.0027,5.8,5.84,6.2,6.9,0.11
4321,4321,33,3,a,,2006,v,v,v,RUBIACEAE,Amaioua intermedia Mart.,G,T,9,6.9,,,,,,,0.0037,6.9,9,6.5,,,,,,,0.0033,6.5,9,5.8,,,,,,,0.0027,5.8,5.84,6.5,6.9,0.11
2693,2693,18,7,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,9,13,,,,,,,0.0133,13,8.5,12.5,,,,,,,0.0123,12.5,8,11.9,,,,,,,0.0112,11.9,11.94,12.5,13,0.11
3449,3449,30,10,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,9,9.7,,,,,,,0.0074,9.7,7,9,,,,,,,0.0064,9,7,8.6,,,,,,,0.0059,8.6,8.64,9,9.7,0.11
923,923,2,9,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,6.4,,,,,,,0.0032,6.4,8.5,6,,,,,,,0.0028,6,4.5,5.3,,,,,,,0.0022,5.3,5.33,6,6.4,0.11
3205,3205,28,8,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,7,6.4,,,,,,,0.0032,6.4,7,6.3,,,,,,,0.0031,6.3,6,5.3,,,,,,,0.0022,5.3,5.33,6.3,6.4,0.11
3859,3859,31,2,a,,2006,v,v,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,8,6.4,,,,,,,0.0032,6.4,10,6.1,,,,,,,0.0029,6.1,10,5.3,,,,,,,0.0022,5.3,5.33,6.1,6.4,0.11
4021,4021,31,5,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,11,6.4,,,,,,,0.0032,6.4,10,5.8,,,,,,,0.0026,5.8,9,5.3,,,,,,,0.0022,5.3,5.33,5.8,6.4,0.11
4538,4538,34,3,a,,2006,v,v,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,10,6.4,,,,,,,0.0032,6.4,10,6,,,,,,,0.0028,6,10,5.3,,,,,,,0.0022,5.3,5.33,6,6.4,0.11
3512,3512,30,7,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,10,12.5,,,,,,,0.0123,12.5,8,11.5,,,,,,,0.0104,11.5,6,11.4,,,,,,,0.0103,11.4,11.43,11.5,12.5,0.11
3077,3077,28,2,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,15,21.9,,,,,,,0.0377,21.9,15,21.9,,,,,,,0.0377,21.9,14,20.8,,,,,,,0.0341,20.8,20.83,21.9,21.9,0.11
1478,1478,8,2,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,6.5,25.4,17.8,,,,,,0.0756,31,6,25,18.5,,,,,,0.076,31.1,4,17,24.6,,,,,,0.0704,29.9,29.94,31.1,31.02,0.11
2926,2926,27,2,a,,2006,v,v,v,VOCHYSIACEAE,Qualea grandiflora Mart.,C,I,9,15.3,,,,,,,0.0184,15.3,9,15,,,,,,,0.0177,15,9,14.2,,,,,,,0.0159,14.2,14.22,15,15.3,0.11
2295,2295,14,8,a,,2006,v,v,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,6,8.7,,,,,,,0.0059,8.7,5,8,,,,,,,0.005,8,5,7.6,,,,,,,0.0046,7.6,7.62,8,8.7,0.11
2409,2409,14,9,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7,8.7,,,,,,,0.0059,8.7,7,8.5,,,,,,,0.0057,8.5,7,7.6,,,,,,,0.0046,7.6,7.62,8.5,8.7,0.11
3369,3369,29,6,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,11,8.7,,,,,,,0.0059,8.7,11,8.2,,,,,,,0.0053,8.2,9,7.6,,,,,,,0.0046,7.6,7.62,8.2,8.7,0.11
1171,1171,5,4,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,9,8.2,,,,,,,0.0053,8.2,6,7.6,,,,,,,0.0045,7.6,5.5,7.1,,,,,,,0.004,7.1,7.11,7.6,8.2,0.11
2754,2754,26,2,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,7,8.2,,,,,,,0.0053,8.2,10,7.9,,,,,,,0.0049,7.9,9,7.1,,,,,,,0.004,7.1,7.11,7.9,8.2,0.11
2840,2840,26,7,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,10,8.2,,,,,,,0.0053,8.2,9.5,8.1,,,,,,,0.0052,8.1,9,7.1,,,,,,,0.004,7.1,7.11,8.1,8.2,0.11
4527,4527,34,3,a,,2006,v,v,v,MONIMIACEAE,Siparuna guianensis Aubl.,G,T,9,8.2,,,,,,,0.0053,8.2,8,8,,,,,,,0.005,8,7,7.1,,,,,,,0.004,7.1,7.11,8,8.2,0.11
4253,4253,32,4,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,12,14.3,,,,,,,0.0161,14.3,11,14.2,,,,,,,0.0158,14.2,11,13.2,,,,,,,0.0137,13.2,13.21,14.2,14.3,0.11
1435,1435,6,7,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,6,11,,,,,,,0.0095,11,4.5,10.9,,,,,,,0.0093,10.9,4.5,9.9,,,,,,,0.0077,9.9,9.91,10.9,11,0.11
2049,2049,19,10,a,,2006,v,v,v,FABACEAE,Acosmium subelegans (Mohlenbr.) Yakovlev,C,I,3.5,11,,,,,,,0.0095,11,3,10.6,,,,,,,0.0088,10.6,2.5,9.9,,,,,,,0.0077,9.9,9.91,10.6,11,0.11
3194,3194,28,7,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,11,,,,,,,0.0095,11,11,10.5,,,,,,,0.0087,10.5,10,9.9,,,,,,,0.0077,9.9,9.91,10.5,11,0.11
4327,4327,33,3,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,8,11,,,,,,,0.0095,11,8,11,,,,,,,0.0095,11,7,9.9,,,,,,,0.0077,9.9,9.91,11,11,0.11
920,920,2,9,a,,2006,v,v,v,BOMBACACEAE,Eriotheca gracilipes (K.Schum.) A.Robyns,C,I,4,7.7,,,,,,,0.0047,7.7,5,7.5,,,,,,,0.0044,7.5,3.5,6.6,,,,,,,0.0034,6.6,6.6,7.5,7.7,0.11
3484,3484,30,8,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,10,7.7,,,,,,,0.0047,7.7,9.5,7.2,,,,,,,0.0041,7.2,9,6.6,,,,,,,0.0034,6.6,6.6,7.2,7.7,0.11
4060,4060,31,6,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,9,7.7,,,,,,,0.0047,7.7,7,7.4,,,,,,,0.0043,7.4,10,6.6,,,,,,,0.0034,6.6,6.6,7.4,7.7,0.11
2507,2507,16,7,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,8,9.1,,,,,,,0.0065,9.1,6,8.5,,,,,,,0.0057,8.5,5,8,,,,,,,0.005,8,8,8.5,9.1,0.11
1349,1349,6,2,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,4,13.8,,,,,,,0.015,13.8,8,12.8,,,,,,,0.0129,12.8,5,12.7,,,,,,,0.0127,12.7,12.7,12.8,13.8,0.11
2122,2122,20,9,a,,2006,v,v,v,FABACEAE,Copaifera langsdorffii Desf.,G,T,8,13.8,,,,,,,0.015,13.8,4,13,,,,,,,0.0133,13,4,12.7,,,,,,,0.0127,12.7,12.7,13,13.8,0.11
1281,1281,7,4,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,6,10.5,,,,,,,0.0087,10.5,6,10,,,,,,,0.0079,10,6,9.4,,,,,,,0.0069,9.4,9.4,10,10.5,0.11
1539,1539,8,7,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,6,7.2,,,,,,,0.0041,7.2,6.5,6.3,,,,,,,0.0031,6.3,5,6.1,,,,,,,0.0029,6.1,6.1,6.3,7.2,0.11
2597,2597,17,5,a,,2006,v,v,v,VOCHYSIACEAE,Vochysia tucanorum Mart.,G,I,5,8.6,,,,,,,0.0058,8.6,5.5,8,,,,,,,0.005,8,5,7.5,,,,,,,0.0044,7.5,7.49,8,8.6,0.11
662,662,1,5,a,,2006,v,v,v,FABACEAE,Machaerium acutifolium Vogel,C,I,5,13.3,,,,,,,0.0139,13.3,3,12.5,,,,,,,0.0123,12.5,5,12.2,,,,,,,0.0117,12.2,12.19,12.5,13.3,0.11
1587,1587,9,2,a,,2006,v,v,v,MYRTACEAE,Eugenia livida O. Berg,C,I,3,10,,,,,,,0.0079,10,2.5,9.5,,,,,,,0.0071,9.5,2,8.9,,,,,,,0.0062,8.9,8.89,9.5,10,0.11
3515,3515,30,7,a,,2006,v,v,v,ANNONACEAE,Xylopia aromatica (Lam.) Mart.,C,I,13,10,,,,,,,0.0079,10,12,9.7,,,,,,,0.0074,9.7,12,8.9,,,,,,,0.0062,8.9,8.89,9.7,10,0.11
3828,3828,31,1,a,,2006,v,v,v,BURSERACEAE,Protium heptaphyllum (Aubl.) Marchand,G,T,11,10,,,,,,,0.0079,10,11,9,,,,,,,0.0064,9,10,8.9,,,,,,,0.0062,8.9,8.89,9,10,0.11
4688,4688,34,10,a,,2006,v,v,v,CELASTRACEAE,Maytenus robusta Reissek,G,T,10,6.7,,,,,,,0.0035,6.7,8,6.3,,,,,,,0.0031,6.3,8,5.6,,,,,,,0.0025,5.6,5.59,6.3,6.7,0.11
1948,1948,13,4,a,,2006,v,v,v,LAURACEAE,Ocotea corymbosa (Meisn.) Mez.,G,T,7,9.5,,,,,,,0.0071,9.5,7,9.2,,,,,,,0.0066,9.2,6,8.4,,,,,,,0.0055,8.4,8.38,9.2,9.5,0.11
2394,2394,16,5,a,,2006,v,v,v,MALPIGHIACEAE,Byrsonima laxiflora Griseb. ,G,T,7,9.5,,,,,,,0.0071,9.5,6,9,,,,,,,0.0064,9,5,8.4,,,,,,,0.0055,8.4,8.38,9,9.5,0.11
3201,3201,28,8,a,,2006,v,v,v,RUBIACEAE,Faramea montevidensis (Cham. & Schltdl) DC. ,G,T,8,8.3,6.2,7,,,,,0.0123,12.5,8,8,6,6.8,,,,,0.0115,12.1,8,7.6,5.6,6.4,,,,,0.0102,11.4,11.38,12.09,12.5,0.11
3460,3460,30,10,a,,2006,v,v,v,FABACEAE,Bowdichia virgilioides Kunth,C,I,13,18.9,,,,,,,0.0281,18.9,13,18.7,,,,,,,0.0275,18.7,12,17.8,,,,,,,0.0248,17.8,17.78,18.7,18.9,0.11
1265,1265,7,3,a,,2006,v,v,v,MYRSINACEAE,Rapanea umbellata (Mart.) Mez.,G,T,7,6.2,,,,,,,0.003,6.2,6,6.1,,,,,,,0.0029,6.1,6,5.1,,,,,,,0.002,5.1,5.08,6.1,6.2,0.11
1342,1342,7,10,a,,2006,v,v,v,FABACEAE,Platypodium elegans Vogel,G,I,6,6.2,,,,,,,0.003,6.2,5.5,5.7,,,,,,,0.0026,5.7,5,5.1,,,,,,,0.002,5.1,5.08,5.7,6.2,0.11
2173,2173,12,3,a,,2006,v,v,v,VOCHYSIACEAE,Qualea cordata (Mart.) Spreng.,C,I,4,6.2,,,,,,,0.003,6.2,3.5,6,,,,,,,0.0028,6,3.5,5.1,,,,,,,0.002,5.1,5.08,6,6.2,0.11
4189,4189,32,2,a,,2006,v,v,v,EUPHORBIACEAE,Mabea fistulifera Mart.,G,T,10,6.2,,,,,,,0.003,6.2,10,5.7,,,,,,,0.0026,5.7,10,5.1,,,,,,,0.002,5.1,5.08,5.7,6.2,0.11
